Country;Latitude;Longitude;Eastings_X;Northings_Y;Region;Site;Architecture;Architecture_note;LabNumber;C14;STD;Delta13C;Delta15N;MarineResources;AquaticResources;DeltaR;DeltaRErr;Food.source;Material;Context;Context_summary;Source;MainBibliography;Bibliography;Observations;Excluded;Reason_for_exclusion
Spain;37,14110374;-1,852472269;1135229;4134519;South;Loma de Belmonte;Tholos;n/a;SUERC-87316;3971;25;-18,7;10,7;n/a;n/a;n/a;n/a;n/a;Human teeth;Funerary chamber. Human Tooth 36 (juvenile);Chamber;Aranda Jimenez et al. 2021;n/a;Aranda Jimenez et al. 2021;Geographic coordinates approximated;No;n/a
Spain;37,364;-2,357147;1088574;4156012;South;Las Churuletas 4;Passage grave;n/a;Beta-439076;3980;30;-19;n/a;n/a;n/a;n/a;n/a;C3 plants and terrestrial animals;Human bone;Tomb 4;Funerary area;Aranda Jimenez et al 2017;n/a;Aranda Jimenez et al 2017;Geographic coordinates approximated;No;n/a
Spain;41,594166;2,413889;1451978;4668113;East;Costa de Can Martorell;Rock-cut-tomb, artificial cave & hypogeum;n/a;UBAR-695;3875;50;n/a;n/a;n/a;n/a;n/a;n/a;C3 plants and terrestrial animals;Human bone;Chamber. Level down;Chamber;Idearq.org/Aliaga i Rodrigo 2003;n/a;Idearq.org/Aliaga i Rodrigo 2003;n/a;No;n/a
Spain;40,4352942;-3,521655491;964760;4490507;Tagus basins;Camino de las Yeseras;Varia;n/a;UAM-MAD 3590;3877;302;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Pot;TL from a pot found in the burial;Funerary area;Liesau et al 2008;n/a;Liesau et al 2008;n/a;Yes;Non megalithic site
Spain;36,96559649;-2,522192073;1076971;4110717;South;Los Millares 67;Tholos;n/a;CNA4445;3980;30;-19;10,5;n/a;n/a;n/a;n/a;n/a;Human bone;Funerary chamber;Chamber;Molina González et al. 2020;n/a;Molina González et al. 2020;Geographic coordinates approximated;No;n/a
Spain;37,3658;-3,2975;1005165;4150738;South;Panoria 10;Varia;Cistoid structure with corridor;ETH-69968;3980;24;-20,1;9;n/a;n/a;n/a;n/a;C3 plants and terrestrial animals;Human bone;Tomb 10. Chamber. Left femur;Funerary area;Aranda Jimenez et al 2017, Tab 9;n/a;n/a;n/a;No;n/a
Spain;38,10186836;-1,857287244;1126630;4241290;South;Camino del Molino;Rock-cut-tomb, artificial cave & hypogeum;n/a;Beta-244975;3990;60;-19,5;8,5;n/a;n/a;n/a;n/a;n/a;Human bone;n/a;n/a;Lomba et al 2009;Lomba et al 2009;Lozano Medina 2017/Lomba et al 2009;n/a;No;n/a
Spain;36,84316793;-2,207241097;1106032;4099074;South;El Barranquete 8;Tholos;n/a;Beta-440654;3990;30;-18,7;9,8;n/a;n/a;n/a;n/a;C3 plants and terrestrial animals;Human bone;Chamber. Layer 2;Chamber;Aranda Jimenez et al 2018;n/a;Aranda Jimenez et al 2018;n/a;No;n/a
Portugal;38,4398;-7,5501;626536;4255609;South;Perdigões 1;Tholos;n/a;Beta-311480;3990;30;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Human bone;Final depositions of phase 1;Funerary area;Valera et al 2014/Evangelista 2019;n/a;Valera et al 2014/Evangelista 2019;n/a;No;n/a
Spain;37,3658;-3,2975;1005165;4150738;South;Panoria 10;Varia;Cistoid structure with corridor;ETH-69963;3993;24;-19,6;8,2;n/a;n/a;n/a;n/a;C3 plants and terrestrial animals;Human bone;Tomb 10. Second section of the passage. Left femur;Corridor;Aranda Jimenez et al 2017, Tab 8;n/a;n/a;n/a;No;n/a
Spain;41,4977739;2,126926438;1429410;4654217;East;Carrer de Paris;Rock-cut-tomb, artificial cave & hypogeum;n/a;UBAR-1061;3890;45;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Human bone;n/a;n/a;Carbonell et al 2020;n/a;Carbonell et al 2020;n/a;No;n/a
Spain;37,41319635;-6,064496574;759799;4144756;South;La Pastora;Tholos;n/a;CNA-1284;3999;30;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Human bone;Corridor;Corridor;Garcia Sanjuan et al 2008;n/a;Garcia Sanjuan et al 2008;;No;n/a
Spain;37,26481871;-1,788277469;1139890;4148708;South;Almizaraque;Rock-cut-tomb, artificial cave & hypogeum;n/a;IRPA-1081;4000;50;-22,4;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;n/a;n/a;Castro et al 1996;Castro et al 1996;Lozano Medina 2017;n/a;No;n/a
Spain;39,9869;-4,2033;909607;4437335;Tagus basins;Valle de las Higueras 3;Rock-cut-tomb, artificial cave & hypogeum;n/a;Beta-145275;3890;40;n/a;n/a;n/a;n/a;n/a;n/a;C3 plants mainly;Human bone;n/a;n/a;Bueno Ramirez et al 2010, Tab 3/Bueno Ramirez et al. 2010;n/a;Bueno Ramirez et al 2010, Tab 3/Bueno Ramirez et al. 2010;n/a;No;n/a
Spain;37,40986043;-6,059052883;760292;4144401;South;Montelirio;Tholos;n/a;Ua-40802;4002;31;-21,4;n/a;n/a;n/a;n/a;n/a;C3 plants and terrestrial animals;Human bone;n/a;n/a;Fernandez Flores, Aycart 2013/Diaz Zorita 2013/Bayliss et al 2016/Bayliss et al 2017/Fontanals-Coll et al 2016/Lozano Medina 2017/Garcia Sanjuan et al 2018;n/a;Fernandez Flores, Aycart 2013/Diaz Zorita 2013/Bayliss et al 2016/Bayliss et al 2017/Fontanals-Coll et al 2016/Lozano Medina 2017/Garcia Sanjuan et al 2018;n/a;No;n/a
Spain;37,14110374;-1,852472269;1135229;4134519;South;Loma de Belmonte;Tholos;n/a;SUERC-86832;4004;34;-19,8;9;n/a;n/a;n/a;n/a;n/a;Human teeth;Funerary chamber. Human Tooth 27 (3,5 years);Chamber;Aranda Jimenez et al. 2021;n/a;Aranda Jimenez et al. 2021;Geographic coordinates approximated;No;n/a
Spain;37,14110374;-1,852472269;1135229;4134519;South;Loma de Belmonte;Tholos;n/a;SUERC-86841;4008;34;-19,1;10;n/a;n/a;n/a;n/a;n/a;Human teeth;Funerary chamber. Human Tooth 36 (adult);Chamber;Aranda Jimenez et al. 2021;n/a;Aranda Jimenez et al. 2021;Geographic coordinates approximated;No;n/a
Spain;37,3574;-2,363482;1088064;4155239;South;La Atalaya 6;Rundgraber & calero tomb;With corridor;SUERC-69012;4012;29;-19;n/a;n/a;n/a;n/a;n/a;C3 plants and terrestrial animals;Human bone;Tomb 6;Funerary area;Aranda Jimenez et al 2017;n/a;Aranda Jimenez et al 2017;Geographic coordinates approximated;No;n/a
Spain;37,14110374;-1,852472269;1135229;4134519;South;Loma de Belmonte;Tholos;n/a;SUERC-86850;4014;32;-19,7;9,6;n/a;n/a;n/a;n/a;n/a;Human teeth;Funerary chamber. Human Tooth 36 (adult);Chamber;Aranda Jimenez et al. 2021;n/a;Aranda Jimenez et al. 2021;Geographic coordinates approximated;No;n/a
Spain;43,08532619;-2,249403485;1049552;4792457;North;Mandubi Zelaia;Dolmen;Cistoid structure with cuadrangular shape of 1.80 x 1.14 m;GrA-22849;3905;45;n/a;n/a;n/a;n/a;n/a;n/a;C3 plants and terrestrial animals;Bone;n/a;n/a;Mujika Alustiza 2017, 95;n/a;Mujika Alustiza 2017, 95;n/a;No;n/a
Spain;43,08532619;-2,249403485;1049552;4792457;North;Mandubi Zelaia;Dolmen;Cistoid structure with cuadrangular shape of 1.80 x 1.14 m;GrA-22850;3905;45;n/a;n/a;n/a;n/a;n/a;n/a;C3 plants and terrestrial animals;Bone;n/a;n/a;Mujika Alustiza 2017, 95;n/a;Mujika Alustiza 2017, 95;n/a;No;n/a
Spain;36,96454267;-2,522625867;1076940;4110597;South;Los Millares 75;Tholos;n/a;SUERC-82835;4023;25;-19,7;11;n/a;n/a;n/a;n/a;n/a;Human teeth;Funerary chamber. Human Tooth 35 (adult);Chamber;Aranda Jimenez et al. 2020;n/a;Aranda Jimenez et al. 2020;Geographic coordinates approximated;No;n/a
Spain;37,1847;-4,48278;901062;4124928;South;Alcaide;Rock-cut-tomb, artificial cave & hypogeum;n/a;GrN-16062;4030;110;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Human bone;n/a;n/a;Marques Merelo et al 2004;n/a;Marques Merelo et al 2004;n/a;No;n/a
Spain;37,26481871;-1,788277469;1139890;4148708;South;Almizaraque;Rock-cut-tomb, artificial cave & hypogeum;n/a;CSIC-643;4030;50;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;n/a;n/a;Castav±o et al 1991;Castav±o et al 1991;Lozano Medina 2017;n/a;No;n/a
Spain;37,26481871;-1,788277469;1139890;4148708;South;Almizaraque;Rock-cut-tomb, artificial cave & hypogeum;n/a;CSIC-645;4030;50;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;n/a;n/a;Castav±o et al 1991;Castav±o et al 1991;Lozano Medina 2017;n/a;No;n/a
Spain;40,43529;-3,52166;964759;4490506;Tagus basins;Camino de las Yeseras;Varia;n/a;Ua-35013;3905;35;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Human bone;Individual 1;Funerary area;Blasco et al 2014;n/a;Blasco et al 2014;Geographic coordinates approximated;Yes;Non megalithic site
Spain;36,84316793;-2,207241097;1106032;4099074;South;El Barranquete 8;Tholos;n/a;Beta-440653;4030;30;-18,9;11,6;n/a;n/a;n/a;n/a;C3 plants and terrestrial animals;Human bone;Chamber. Layer 2;Chamber;Aranda Jimenez et al 2018;n/a;Aranda Jimenez et al 2018;n/a;No;n/a
Portugal;38,4398;-7,5501;626536;4255609;South;Perdigões 1;Tholos;n/a;Beta-237750;4030;40;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Human bone;Intermedial layer;n/a;Valera et al 2014/Emslie et al 2015;Valera et al 2014/Emslie et al 2015;Valera et al 2014/Emslie et al 2015/Lozano Medina 2017;Identified as Beta-327750 in Aranda Jimenez et al 2021;No;n/a
Spain;36,84316793;-2,207241097;1106032;4099074;South;El Barranquete 8;Tholos;n/a;Beta-436481;4040;30;-19,1;10,3;n/a;n/a;n/a;n/a;C3 plants and terrestrial animals;Human bone;Chamber. Layer 2;Chamber;Aranda Jimenez et al 2018;n/a;Aranda Jimenez et al 2018;n/a;No;n/a
Spain;43,08532619;-2,249403485;1049552;4792457;North;Mandubi Zelaia;Dolmen;Cistoid structure with cuadrangular shape of 1.80 x 1.14 m;GrA-24202;3915;45;n/a;n/a;n/a;n/a;n/a;n/a;C3 plants and terrestrial animals;Bone;n/a;n/a;Mujika Alustiza 2017, 95;n/a;Mujika Alustiza 2017, 95;n/a;No;n/a
Spain;37,3574;-2,363482;1088064;4155239;South;La Atalaya 6;Rundgraber & calero tomb;With corridor;SUERC-69013;4041;29;-19,2;n/a;n/a;n/a;n/a;n/a;C3 plants and terrestrial animals;Human bone;Tomb 6;Funerary area;Aranda Jimenez et al 2017;n/a;Aranda Jimenez et al 2017;Geographic coordinates approximated;No;n/a
Spain;41,594166;2,413889;1451978;4668113;East;Costa de Can Martorell;Rock-cut-tomb, artificial cave & hypogeum;n/a;UBAR-696;3920;80;n/a;n/a;n/a;n/a;n/a;n/a;C3 plants and terrestrial animals;Human bone;Chamber. Level up;Chamber;Idearq.org/Aliaga i Rodrigo 2003;n/a;Idearq.org/Aliaga i Rodrigo 2003;Faunal bone according to Clop and Majv= 2017;No;n/a
Spain;42,55472814;-2,665062369;1020153;4730858;Ebro basin;El Montecillo;Passage grave;Remains of two orthostats in the corridor;Beta-288932;3920;40;n/a;n/a;n/a;n/a;n/a;n/a;C3 plants and terrestrial animals;Human bone;n/a;n/a;Fernandez Eraso, Mujika Alustiza 2013;n/a;Fernandez Eraso, Mujika Alustiza 2013;n/a;No;Also Beta-289232
Spain;43,0867;-2,2154;1052309;4792835;North;Larrarte;Dolmen;n/a;Ua-10376;3920;75;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Human bone;Skull n. 1;n/a;n/a;n/a;n/a;n/a;No;n/a
Spain;36,96464562;-2,522645967;1076937;4110608;South;Los Millares 74;Tholos;n/a;SUERC-86910;4041;34;-19;n/a;n/a;n/a;n/a;n/a;n/a;Human teeth;Funerary chamber. Human Tooth 23 (adult);Chamber;Aranda Jimenez et al. 2020;n/a;Aranda Jimenez et al. 2020;Geographic coordinates approximated;No;n/a
Spain;37,35748137;-2,363397546;1088071;4155249;South;La Atalaya 1;Rundgraber & calero tomb;n/a;SUERC-69010;4050;29;-19,7;n/a;n/a;n/a;n/a;n/a;C3 plants and terrestrial animals;Human bone;Tomb 1;Funerary area;Aranda Jimenez et al 2017;n/a;Aranda Jimenez et al 2017;Geographic coordinates approximated;No;n/a
Spain;36,96549487;-2,52223828;1076967;4110705;South;Los Millares 68;Tholos;n/a;CNA4448;4050;30;-19,6;8,1;n/a;n/a;n/a;n/a;n/a;Human bone;Funerary chamber;Chamber;Molina González et al. 2020;n/a;Molina González et al. 2020;Geographic coordinates approximated;No;n/a
Spain;40,43529;-3,52166;964759;4490506;Tagus basins;Camino de las Yeseras;Varia;n/a;Beta-1975527;3920;70;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Human bone;Bone individual X;Funerary area;Blasco et al 2014;n/a;Blasco et al 2014;Geographic coordinates approximated;Yes;Non megalithic site
Portugal;38,06597576;-7,607435872;622156;4214050;South;Monte de Cortes 2;Rock-cut-tomb, artificial cave & hypogeum;n/a;Beta-318382;4050;30;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Human bone;n/a;n/a;Valera, Filipe 2012;Valera, Filipe 2012;Lozano Medina 2017;Geographic coordinates approximated;No;n/a
Spain;36,6992;-4,8497;870820;4069538;South;Tesorillo de la Llana;Passage grave;Passage grave with atypical corridor;GrA-37339;4055;35;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Human bone;Antechamber;Funerary area;Garcia Sanjuan et al 2011;n/a;n/a;n/a;No;n/a
Spain;37,26481871;-1,788277469;1139890;4148708;South;Almizaraque;Rock-cut-tomb, artificial cave & hypogeum;n/a;CSIC-754;4060;70;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;n/a;n/a;Castav±o et al 1991;Castav±o et al 1991;Lozano Medina 2017;n/a;No;n/a
Spain;37,40986043;-6,059052883;760292;4144401;South;Montelirio;Tholos;n/a;CNA-588;4060;40;-21,38;n/a;n/a;n/a;n/a;n/a;C3 plants and terrestrial animals;Human bone;n/a;n/a;Fernandez Flores, Aycart 2013/Diaz Zorita 2013/Bayliss et al 2016/Bayliss et al 2017/Fontanals-Coll et al 2016/Lozano Medina 2017/Garcia Sanjuan et al 2018;Fernandez Flores, Aycart 2013/Bayliss et al 2016;Fernandez Flores, Aycart 2013/Diaz Zorita 2013/Bayliss et al 2016/Bayliss et al 2017/Fontanals-Coll et al 2016/Lozano Medina 2017/Garcia Sanjuan et al 2018;n/a;No;n/a
Portugal;37,0712;-8,918;507289;4102774;South;Pedra Escorregadia;Passage grave;Short corridor (1 m long);ICEN-844;4060;70;-19,44;n/a;n/a;n/a;n/a;n/a;C3 plants and terrestrial animals;Human bone;Chamber;Chamber;Gomes et al 1994;n/a;Gomes et al 1994;n/a;No;n/a
Portugal;38,4398;-7,5501;626536;4255609;South;Perdigões 1;Tholos;n/a;Beta-327748;4060;30;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Human bone;n/a;n/a;Valera et al 2014/Emslie et al 2015;Valera et al 2014/Emslie et al 2015;Valera et al 2014/Emslie et al 2015/Lozano Medina 2017;n/a;No;n/a
Spain;37,6722;-6,72556;700588;4171879;South;La Paloma;Dolmen;Longitudinal gallery;Beta-150154;4070;70;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;n/a;n/a;Garcia Sanjuan et al 2011;Garcia Sanjuan et al 2011;Garcia Sanjuan et al 2011;n/a;No;n/a
Spain;36,96635366;-2,521641901;1077014;4110804;South;Los Millares 55;Tholos;n/a;CNA4437;4070;30;-19,2;9;n/a;n/a;n/a;n/a;n/a;Human bone;Funerary chamber;Chamber;Molina González et al. 2020;n/a;Molina González et al. 2020;Geographic coordinates approximated;No;n/a
Portugal;41,2031;-8,009;583088;4561776;Duero basins;Chã da Parada 1;Passage grave;n/a;Gif-7672;3940;80;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Ancient soil;Paleosol;Cassen 1993, 515;n/a;Cassen 1993, 515;n/a;No;n/a
Spain;36,96579663;-2,521828081;1077002;4110741;South;Los Millares 57;Tholos;n/a;CNA4441;4070;30;-19,2;9,3;n/a;n/a;n/a;n/a;n/a;Human bone;Funerary chamber;Chamber;Molina González et al. 2020;n/a;Molina González et al. 2020;Geographic coordinates approximated;No;n/a
Spain;37,6129;-6,5368;717411;4165720;South;Puerto de los Huertos;Gallery sepulchre;Rectilinear gallery;CNA-342;4070;50;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Tholos;Funerary area;Garcia Sanjuan et al 2011, Tab 3;Linares Catela, Garcia Sanjuan 2010;Linares Catela, Garcia Sanjuan 2010/Garcia Sanjuan et al 2011, Tab 3;n/a;No;n/a
Portugal;38,186845;-7,499151;631439;4227610;South;Sobreira de Cima 5;Rock-cut-tomb, artificial cave & hypogeum;n/a;Beta-232637;4080;40;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Human bone;n/a;n/a;Valera 2013;Valera 2013;Lozano Medina 2017;n/a;No;n/a
Spain;39,9869;-4,2033;909607;4437335;Tagus basins;Valle de las Higueras 3;Rock-cut-tomb, artificial cave & hypogeum;n/a;Beta-227816;3940;40;n/a;n/a;n/a;n/a;n/a;n/a;C3 plants mainly;Human bone;Corp 3;Funerary area;Bueno Ramirez et al 2010, Tab 3/Bueno Ramirez et al. 2010;n/a;Bueno Ramirez et al 2010, Tab 3/Bueno Ramirez et al. 2010;n/a;No;n/a
Spain;37,40986043;-6,059052883;760292;4144401;South;Montelirio;Tholos;n/a;Ua-40805;4086;35;-18,4;10,6;n/a;n/a;n/a;n/a;n/a;Charcoal;n/a;n/a;Fernandez Flores, Aycart 2013/Diaz Zorita 2013/Bayliss et al 2016/Bayliss et al 2017/Fontanals-Coll et al 2016/Lozano Medina 2017/Garcia Sanjuan et al 2018;n/a;Fernandez Flores, Aycart 2013/Diaz Zorita 2013/Bayliss et al 2016/Bayliss et al 2017/Fontanals-Coll et al 2016/Lozano Medina 2017/Garcia Sanjuan et al 2018;n/a;No;n/a
Spain;37,0233;-4,5489;896030;4106730;South;Dolmen de Viera;Passage grave;n/a;Beta-353820;4090;30;-21,2;n/a;n/a;n/a;n/a;n/a;n/a;Animal bone;Chamber;Chamber;Aranda Jimenez et al 2013, Tab 2;n/a;Aranda Jimenez et al 2013;n/a;No;n/a
Portugal;38,44180784;-7,547132;626791;4255835;South;Perdigões 2;Tholos;n/a;Beta-308791;4090;30;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Human bone;n/a;n/a;Valera et al 2014/Emslie et al 2015;Valera et al 2014/Emslie et al 2015;Valera et al 2014/Emslie et al 2015/Lozano Medina 2017;Geographic coordinates approximated;No;n/a
Spain;37,40986043;-6,059052883;760292;4144401;South;Montelirio;Tholos;n/a;CNA-1300;4094;36;n/a;n/a;n/a;n/a;n/a;n/a;C3 plants and terrestrial animals;Human bone;Megalithic grave;Funerary area;Fernandez Flores, Aycart 2013/Diaz Zorita 2013/Bayliss et al 2016/Bayliss et al 2017/Fontanals-Coll et al 2016/Lozano Medina 2017/Garcia Sanjuan et al 2018;n/a;Fernandez Flores, Aycart 2013/Diaz Zorita 2013/Bayliss et al 2016/Bayliss et al 2017/Fontanals-Coll et al 2016/Lozano Medina 2017/Garcia Sanjuan et al 2018;n/a;No;n/a
Spain;42,3064;-2,4477;1040145;4704633;Ebro basin;Collado del Mallo;Passage grave;n/a;Beta-89991;3950;80;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Human bone;Layer B corridor;Corridor;IDEArq.org;n/a;n/a;n/a;No;n/a
Spain;43,1901;-8,9694;502486;4781925;North;Dombate new;Passage grave;n/a;UtC-3201;3950;60;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Chamber;Chamber;Fabregas Valcarce, Vilaseco Vazquez 2003, 293-294;n/a;Fabregas Valcarce, Vilaseco Vazquez 2003, 293-294;n/a;No;n/a
Spain;36,96579663;-2,521828081;1077002;4110741;South;Los Millares 57;Tholos;n/a;CNA4444;4100;30;-19,2;9,5;n/a;n/a;n/a;n/a;n/a;Human bone;Funerary chamber;Chamber;Molina González et al. 2020;n/a;Molina González et al. 2020;Geographic coordinates approximated;No;n/a
Spain;37,40986043;-6,059052883;760292;4144401;South;Montelirio;Tholos;n/a;CNA-1301;4100;68;n/a;n/a;n/a;n/a;n/a;n/a;C3 plants and terrestrial animals;Human bone;Megalithic grave;Funerary area;Fernandez Flores, Aycart 2013/Diaz Zorita 2013/Bayliss et al 2016/Bayliss et al 2017/Fontanals-Coll et al 2016/Lozano Medina 2017/Garcia Sanjuan et al 2018;n/a;Fernandez Flores, Aycart 2013/Diaz Zorita 2013/Bayliss et al 2016/Bayliss et al 2017/Fontanals-Coll et al 2016/Lozano Medina 2017/Garcia Sanjuan et al 2018;n/a;No;n/a
Portugal;38,4351;-7,4419;635988;4255241;South;Santa Margarida 3;Passage grave;n/a;Beta-166423;4100;40;-20,5;n/a;n/a;n/a;n/a;n/a;n/a;Human bone;Chamber;Chamber;Gonvßalvez 2003;n/a;Gonvßalvez 2003;n/a;No;n/a
Portugal;39,46133526;-7,544374173;625225;4368984;Tagus basins;Anta dos Currais do Galhordas;Passage grave;n/a;S1.15C/0440;3950;40;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Charcoal;Base of the chamber (associated with microlith);Chamber;Monteiro-Rodrigues, Oliveira 2018, 453;Monteiro-Rodrigues, Oliveira 2018, 453;Monteiro-Rodrigues, Oliveira 2018, 453;n/a;No;n/a
Spain;36,96511165;-2,522866906;1076914;4110659;South;Los Millares 71;Tholos;n/a;SUERC-80508;4106;29;-19,1;11,9;n/a;n/a;n/a;n/a;n/a;Human teeth;Funerary chamber. Human Tooth 36 (juvenile);Chamber;Aranda Jimenez et al. 2020;n/a;Aranda Jimenez et al. 2020;Geographic coordinates approximated;No;n/a
Spain;36,96464562;-2,522645967;1076937;4110608;South;Los Millares 74;Tholos;n/a;GrM-14046;4111;16;-19,9;8,9;n/a;n/a;n/a;n/a;n/a;Human bone;Funerary chamber. Jaw (adult);Chamber;Aranda Jimenez et al. 2020;n/a;Aranda Jimenez et al. 2020;Geographic coordinates approximated;No;n/a
Spain;37,3629;-2,352493;1088995;4155919;South;Llano del Jauton 1;Rundgraber & calero tomb;n/a;ETH-74316;4112;20;-19,3;n/a;n/a;n/a;n/a;n/a;C3 plants and terrestrial animals;Human bone;Tomb 1;Funerary area;Aranda Jimenez et al 2017;n/a;Aranda Jimenez et al 2017;Geographic coordinates approximated;No;n/a
Spain;37,14110374;-1,852472269;1135229;4134519;South;Loma de Belmonte;Tholos;n/a;SUERC-86837;4123;34;-18,8;10,8;n/a;n/a;n/a;n/a;n/a;Human teeth;Funerary chamber. Human Tooth 36 (adult);Chamber;Aranda Jimenez et al. 2021;n/a;Aranda Jimenez et al. 2021;Geographic coordinates approximated;No;n/a
Spain;40,22526;-3,7873;943591;4465810;Tagus basins;Humanejos;Varia;n/a;Ua-40220;3959;34;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Human bone;femur diaphysis;Funerary area;Blasco et al 2014;n/a;Blasco et al 2014;n/a;Yes;Non megalithic site
Spain;42,662237;-1,918005;1080513;4747685;Ebro basin;Charracadia;Passage grave;n/a;GrA-18891;3960;60;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Human bone;n/a;n/a;Alday et al 2016;Beguiristain 2004;Beguiristain 2004/Alday et al 2016;Geographic coordinates approximated;No;n/a
Spain;43,08532619;-2,249403485;1049552;4792457;North;Mandubi Zelaia;Dolmen;Cistoid structure with cuadrangular shape of 1.80 x 1.14 m;GrA-16946;3960;40;n/a;n/a;n/a;n/a;n/a;n/a;C3 plants and terrestrial animals;Bone;n/a;n/a;Mujika Alustiza 2017, 95;n/a;Mujika Alustiza 2017, 95;n/a;No;n/a
Spain;37,3657519;-3,297633571;1005154;4150732;South;Panoria 18;Varia;Cistoid structure;ETH-71514;4123;23;-20,4;9,1;n/a;n/a;n/a;n/a;C3 plants and terrestrial animals;Human bone;Tomb 18. Right humerus from an adult;Funerary area;Aranda Jimenez et al 2017, Tab 20;n/a;n/a;n/a;No;n/a
Spain;40,4352942;-3,521655491;964760;4490507;Tagus basins;Camino de las Yeseras;Varia;n/a;UAM-MAD-3585;3962;314;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Pot;TL from a pot found in the burial;Funerary area;Liesau et al 2008;n/a;Liesau et al 2008;n/a;Yes;Non megalithic site
Spain;37,40986043;-6,059052883;760292;4144401;South;Montelirio;Tholos;n/a;OxA-30439;4125;30;-18,8;9,8;1,5;1,6;n/a;n/a;C3 plants and terrestrial animals;Human bone;n/a;n/a;Fernandez Flores, Aycart 2013/Diaz Zorita 2013/Bayliss et al 2016/Bayliss et al 2017/Fontanals-Coll et al 2016/Lozano Medina 2017/Garcia Sanjuan et al 2018;Bayliss et al 2016;Fernandez Flores, Aycart 2013/Diaz Zorita 2013/Bayliss et al 2016/Bayliss et al 2017/Fontanals-Coll et al 2016/Lozano Medina 2017/Garcia Sanjuan et al 2018;n/a;No;n/a
Spain;42,6821784;-1,86197133;1084920;4750289;Ebro basin;Morea;Passage grave;n/a;GrA-16927;3970;45;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Human bone;n/a;n/a;Alday et al 2016;Beguiristain 2004;Beguiristain 2004/Alday et al 2016;n/a;No;n/a
Spain;37,40986043;-6,059052883;760292;4144401;South;Montelirio;Tholos;n/a;SUERC-47682;4129;33;-19;9,7;1,4;1,5;n/a;n/a;C3 plants and terrestrial animals;Human bone;n/a;n/a;Fernandez Flores, Aycart 2013/Diaz Zorita 2013/Bayliss et al 2016/Bayliss et al 2017/Fontanals-Coll et al 2016/Lozano Medina 2017/Garcia Sanjuan et al 2018;Bayliss et al 2016;Fernandez Flores, Aycart 2013/Diaz Zorita 2013/Bayliss et al 2016/Bayliss et al 2017/Fontanals-Coll et al 2016/Lozano Medina 2017/Garcia Sanjuan et al 2018;n/a;No;n/a
Spain;38,79914294;-6,666408281;702652;4297074;South;La Pijotilla Tholos 3;Tholos;n/a;Beta-121143;4130;40;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Human bone;Tumulus 3, layer UE 15 between two burials;Mound;Odriozola Lloret et al 2008;Hurtado Perez et al 2000;Odriozola Lloret et al 2008;n/a;No;n/a
Spain;39,9869;-4,2036;909581;4437334;Tagus basins;Valle de las Higueras 7;Rock-cut-tomb, artificial cave & hypogeum;n/a;Beta-216245;3970;40;n/a;n/a;n/a;n/a;n/a;n/a;C3 plants mainly;Human bone;Chamber;Chamber;Bueno Ramirez et al 2010, Tab 3/Bueno Ramirez et al. 2010;n/a;Bueno Ramirez et al 2010, Tab 3/Bueno Ramirez et al. 2010;n/a;No;n/a
Portugal;38,4515;-7,3989;639710;4257125;South;Olival da Pega 2b;Tholos;n/a;ICEN-957;4130;60;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Human bone;Chamber/depot 5/7;Chamber;Soares 1999;n/a;Soares 1999;n/a;No;n/a
Portugal;38,4398;-7,5501;626536;4255609;South;Perdigões 1;Tholos;n/a;Beta-327747;4130;30;n/a;n/a;n/a;n/a;n/a;n/a;n/a;Human bone;n/a;n/a;Valera et al 2014/Emslie et al 2015;Valera et al 2014/Emslie et al 2015;Valera et al 2014/Emslie et al 2015/Lozano Medina 2017;n/a;No;n/a
